,Unnamed: 0,index,Unnamed: 0.1,posts,Mach,LSRP12,LSRP2,NRSM,languages,clean_msg,msg_lower
2180,4432,6523,6523,"The defender could not defend  LEOs reputation

Referee was total stupid

Thanks MESSI for all the adventure through the years 20052018

Vamos MESSI ❤️
Vamos Argentina ❤️",61.0,0.0625,0.1,26.0,en,"The defender could not defend  LEOs reputation

Referee was total stupid

Thanks MESSI for all the adventure through the years 20052018

Vamos MESSI ❤️
Vamos Argentina ❤️","the defender could not defend  leos reputation

referee was total stupid

thanks messi for all the adventure through the years 20052018

vamos messi ❤️
vamos argentina ❤️"
2181,4433,6524,6524,"Let the game begin


Vamos Argentina ❤️",61.0,0.0625,0.1,26.0,en,"Let the game begin


Vamos Argentina ❤️","let the game begin


vamos argentina ❤️"
2182,4437,6528,6528,Happy birthday LEO ,61.0,0.0625,0.1,26.0,en,Happy birthday LEO ,happy birthday leo 
2183,4439,6532,6532,"Holud night  on 22nd March  e  brotherhood became visible 
Thanx iut for giving this Eid type vacation",61.0,0.0625,0.1,26.0,en,"Holud night  on 22nd March  e  brotherhood became visible 
Thanx iut for giving this Eid type vacation","holud night  on 22nd march  e  brotherhood became visible 
thanx iut for giving this eid type vacation"
2184,4440,6533,6533,"BANGLATIGERS
amarBANGLADESH
That is my bangladesh cricket teamthrilling till the endhopping this to repeat in FINAL also🙂🙂🙂",61.0,0.0625,0.1,26.0,en,"BANGLATIGERS
amarBANGLADESH
That is my bangladesh cricket teamthrilling till the endhopping this to repeat in FINAL also🙂🙂🙂","banglatigers
amarbangladesh
that is my bangladesh cricket teamthrilling till the endhopping this to repeat in final also🙂🙂🙂"
2185,4442,6535,6535,"After  2015 this is the best chasing match Bangladesh has given
loveuBANGLADESH",61.0,0.0625,0.1,26.0,en,"After  2015 this is the best chasing match Bangladesh has given
loveuBANGLADESH","after  2015 this is the best chasing match bangladesh has given
loveubangladesh"
2186,4443,6536,6536,Finally mim vai er  shathe dekhachance e chotokhato vabe 16 Feb er birthday O celebrate holo,61.0,0.0625,0.1,26.0,en,Finally mim vai er  shathe dekhachance e chotokhato vabe 16 Feb er birthday O celebrate holo,finally mim vai er  shathe dekhachance e chotokhato vabe 16 feb er birthday o celebrate holo
2187,4444,6538,6538,Dalia flower enhancing the beauty of notredameNOTREDAMIAN,61.0,0.0625,0.1,26.0,en,Dalia flower enhancing the beauty of notredameNOTREDAMIAN,dalia flower enhancing the beauty of notredamenotredamian
2188,4445,6539,6539,"Once a notredamian always a notredamian
 😃😃😃",61.0,0.0625,0.1,26.0,en,"Once a notredamian always a notredamian
 😃😃😃","once a notredamian always a notredamian
 😃😃😃"
2189,4447,6541,6541,Returning to Dhaka life from iut,61.0,0.0625,0.1,26.0,en,Returning to Dhaka life from iut,returning to dhaka life from iut
2190,4448,6542,6542,"let the journey begin ✌✌✌
iutian",61.0,0.0625,0.1,26.0,en,"let the journey begin ✌✌✌
iutian","let the journey begin ✌✌✌
iutian"
2191,4450,6544,6544,Admission ta  sherei  ashlam,61.0,0.0625,0.1,26.0,en,Admission ta  sherei  ashlam,admission ta  sherei  ashlam
2192,4451,6545,6545,Going to khulna for admission    cancellation,61.0,0.0625,0.1,26.0,en,Going to khulna for admission    cancellation,going to khulna for admission    cancellation
2193,4452,6546,6546,Thanx to  ALLAH second thanx to my parents who nurtures me everydaythird thanx to my friends  jader dekhe protidine inspired hotam ,61.0,0.0625,0.1,26.0,en,Thanx to  ALLAH second thanx to my parents who nurtures me everydaythird thanx to my friends  jader dekhe protidine inspired hotam ,thanx to  allah second thanx to my parents who nurtures me everydaythird thanx to my friends  jader dekhe protidine inspired hotam 
2194,4453,6547,6547,Check out  from hotel  Western inn international,61.0,0.0625,0.1,26.0,en,Check out  from hotel  Western inn international,check out  from hotel  western inn international
2195,4456,6551,6551,going to my lovable village Noakhali to taste the pure sugar of life ,61.0,0.0625,0.1,26.0,en,going to my lovable village Noakhali to taste the pure sugar of life ,going to my lovable village noakhali to taste the pure sugar of life 
2196,4457,6554,6554,Tomorrow is result day SATURDAYMEANS  shonibararrr kal jibone  SHONI thakle bipod aache besides we all are wanting a happy sunny morning tomorrowekhon dekha jaak SHONI vs ROBBI er majhe jite kep,61.0,0.0625,0.1,26.0,en,Tomorrow is result day SATURDAYMEANS  shonibararrr kal jibone  SHONI thakle bipod aache besides we all are wanting a happy sunny morning tomorrowekhon dekha jaak SHONI vs ROBBI er majhe jite kep,tomorrow is result day saturdaymeans  shonibararrr kal jibone  shoni thakle bipod aache besides we all are wanting a happy sunny morning tomorrowekhon dekha jaak shoni vs robbi er majhe jite kep
2197,4459,6558,6558,ARR 52 diner pothamra ki parbow bhashar shohid der moton bijoyee hote,61.0,0.0625,0.1,26.0,en,ARR 52 diner pothamra ki parbow bhashar shohid der moton bijoyee hote,arr 52 diner pothamra ki parbow bhashar shohid der moton bijoyee hote
2198,4460,6559,6559,My life is diving ups and downs in the water,61.0,0.0625,0.1,26.0,en,My life is diving ups and downs in the water,my life is diving ups and downs in the water
2199,4461,6560,6560,Looterite prothom puroshkar peye oonubhuutita DIFFERENT lagcheshottoi darun study toor memory pelam,61.0,0.0625,0.1,26.0,en,Looterite prothom puroshkar peye oonubhuutita DIFFERENT lagcheshottoi darun study toor memory pelam,looterite prothom puroshkar peye oonubhuutita different lagcheshottoi darun study toor memory pelam
2200,4462,6561,6561,LIFE  TAAAA  ADVENTOROUSTAI TO  PROTITA DIN AMADER NOTUN KORE JONMO NITE HOEEE,61.0,0.0625,0.1,26.0,en,LIFE  TAAAA  ADVENTOROUSTAI TO  PROTITA DIN AMADER NOTUN KORE JONMO NITE HOEEE,life  taaaa  adventoroustai to  protita din amader notun kore jonmo nite hoeee
2201,4465,6564,6564,with my lil bro  3,61.0,0.0625,0.1,26.0,en,with my lil bro  3,with my lil bro  3
2202,4466,6565,6565,Shamne EXAMPREPARATION KHUEBI KHARAPFEELING CHINTITO,61.0,0.0625,0.1,26.0,en,Shamne EXAMPREPARATION KHUEBI KHARAPFEELING CHINTITO,shamne exampreparation khuebi kharapfeeling chintito
2203,4468,6567,6567,Looking at the skydrinking milk of a cowAND admiring the beautification of the nature of the capital of BANGLADESH,61.0,0.0625,0.1,26.0,en,Looking at the skydrinking milk of a cowAND admiring the beautification of the nature of the capital of BANGLADESH,looking at the skydrinking milk of a cowand admiring the beautification of the nature of the capital of bangladesh
2204,4470,6569,6569,Smelling a new fragrance in the  air,61.0,0.0625,0.1,26.0,en,Smelling a new fragrance in the  air,smelling a new fragrance in the  air
2205,4471,6573,6573,Feeling  chintito,61.0,0.0625,0.1,26.0,en,Feeling  chintito,feeling  chintito
2206,4475,6582,6582,Happy Frndship day to my all lovely frnds3  p ,61.0,0.0625,0.1,26.0,en,Happy Frndship day to my all lovely frnds3  p ,happy frndship day to my all lovely frnds3  p 
2207,4477,6584,6584,My lifelong metor and me,61.0,0.0625,0.1,26.0,en,My lifelong metor and me,my lifelong metor and me
2208,4480,6587,6587,Im Mohammed Raiyan from dhakabangladesh i support gazasave palestinehate Israel,61.0,0.0625,0.1,26.0,en,Im Mohammed Raiyan from dhakabangladesh i support gazasave palestinehate Israel,im mohammed raiyan from dhakabangladesh i support gazasave palestinehate israel
2209,4481,6588,6588,Just Awesome,61.0,0.0625,0.1,26.0,en,Just Awesome,just awesome
2210,4482,6589,6589,May Allah bless Gaza,61.0,0.0625,0.1,26.0,en,May Allah bless Gaza,may allah bless gaza
2211,4483,6591,6591,oohhis that reallyP P valo rslt to p,61.0,0.0625,0.1,26.0,en,oohhis that reallyP P valo rslt to p,oohhis that reallyp p valo rslt to p
2212,4485,6594,6594,asholei folder exchangeP P ,61.0,0.0625,0.1,26.0,en,asholei folder exchangeP P ,asholei folder exchangep p 
2213,4487,6599,6599,OUR   LIFE   IS   LIKE   TEA  BAGS WE  CANNOT  FEEL  THE  REALITY  OF  IT   UNTIL  IT  IS   KEPT   IN    HOT WATER,61.0,0.0625,0.1,26.0,en,OUR   LIFE   IS   LIKE   TEA  BAGS WE  CANNOT  FEEL  THE  REALITY  OF  IT   UNTIL  IT  IS   KEPT   IN    HOT WATER,our   life   is   like   tea  bags we  cannot  feel  the  reality  of  it   until  it  is   kept   in    hot water
2214,4488,6600,6600,PRACTICE MAKES A MAN TIRED,61.0,0.0625,0.1,26.0,en,PRACTICE MAKES A MAN TIRED,practice makes a man tired
2215,4489,6602,6602,Photo credit  Edit  Rafat,61.0,0.0625,0.1,26.0,en,Photo credit  Edit  Rafat,photo credit  edit  rafat
2216,4490,6604,6604,LIFE  IS VERRY ASTONISHING YOU  CAN NOT SAY WHEN IT TAKE TURNSWHERESOALLWAYS TRY TO CONTROL THE LIFE and TAKE THE REAL TASTE OF IT and enjoy IT,61.0,0.0625,0.1,26.0,en,LIFE  IS VERRY ASTONISHING YOU  CAN NOT SAY WHEN IT TAKE TURNSWHERESOALLWAYS TRY TO CONTROL THE LIFE and TAKE THE REAL TASTE OF IT and enjoy IT,life  is verry astonishing you  can not say when it take turnswheresoallways try to control the life and take the real taste of it and enjoy it
2217,4491,6605,6605,ALWAYS THINK GREEN  DONT EVER TRY TO INVOLVE IN REDTHEREAFTER YOUR LIFE WILL BE AS AWESOME THAT YOU CAN NOT IMAGINE,61.0,0.0625,0.1,26.0,en,ALWAYS THINK GREEN  DONT EVER TRY TO INVOLVE IN REDTHEREAFTER YOUR LIFE WILL BE AS AWESOME THAT YOU CAN NOT IMAGINE,always think green  dont ever try to involve in redthereafter your life will be as awesome that you can not imagine
2218,4492,6606,6606,SKY is screaming  WATER is  shouting  FIRE is burning  STAR is sparking WIND is dancing  MOON is shinning  with all her beauty  FALSE is escaping like a coward  TRUTH is approaching bravely  EYE is glancing rapidly  AND  THE TIME has stopped for a while in the hope of welcoming MARAIYAN  for returning to the   TRACK of  FB  after two years  SUCH A LONG TIMEHUH,61.0,0.0625,0.1,26.0,en,SKY is screaming  WATER is  shouting  FIRE is burning  STAR is sparking WIND is dancing  MOON is shinning  with all her beauty  FALSE is escaping like a coward  TRUTH is approaching bravely  EYE is glancing rapidly  AND  THE TIME has stopped for a while in the hope of welcoming MARAIYAN  for returning to the   TRACK of  FB  after two years  SUCH A LONG TIMEHUH,sky is screaming  water is  shouting  fire is burning  star is sparking wind is dancing  moon is shinning  with all her beauty  false is escaping like a coward  truth is approaching bravely  eye is glancing rapidly  and  the time has stopped for a while in the hope of welcoming maraiyan  for returning to the   track of  fb  after two years  such a long timehuh
2219,4493,6609,6609,Dreaming and doing go together,61.0,0.0625,0.1,26.0,en,Dreaming and doing go together,dreaming and doing go together
2220,4495,6612,6612,Yes we are ready 💙💙💙,57.0,0.0625,0.1,27.0,en,Yes we are ready 💙💙💙,yes we are ready 💙💙💙
2221,4498,6619,6619,"Today is not the day I die Oberyn Martell the day he died
hyped",57.0,0.0625,0.1,27.0,en,"Today is not the day I die Oberyn Martell the day he died
hyped","today is not the day i die oberyn martell the day he died
hyped"
2222,4499,6623,6623,Last ball thrilling,57.0,0.0625,0.1,27.0,en,Last ball thrilling,last ball thrilling
2223,4502,6646,6646,"when your ex sends an x because you asked people to send x if they dont hate you
awkward",57.0,0.0625,0.1,27.0,en,"when your ex sends an x because you asked people to send x if they dont hate you
awkward","when your ex sends an x because you asked people to send x if they dont hate you
awkward"
2224,4503,6648,6648,"3 3 3
almost one year later scores a winner against arsenal
matchwinner",57.0,0.0625,0.1,27.0,en,"3 3 3
almost one year later scores a winner against arsenal
matchwinner","3 3 3
almost one year later scores a winner against arsenal
matchwinner"
2225,4506,6662,6662,pc  Sayeem Ashrafi,57.0,0.0625,0.1,27.0,en,pc  Sayeem Ashrafi,pc  sayeem ashrafi
2226,4508,6672,6672,I dont know when where or how but I think I was kissed by a Dementor who has sucked the soul out of me,57.0,0.0625,0.1,27.0,en,I dont know when where or how but I think I was kissed by a Dementor who has sucked the soul out of me,i dont know when where or how but i think i was kissed by a dementor who has sucked the soul out of me
2227,4509,6673,6673,"fell down a couple of stairs yesterday while I was leaving the block on a rainy morning 

my back still hurts always a stupid idea to wear slippery sandals on wet floor ",57.0,0.0625,0.1,27.0,en,"fell down a couple of stairs yesterday while I was leaving the block on a rainy morning 

my back still hurts always a stupid idea to wear slippery sandals on wet floor ","fell down a couple of stairs yesterday while i was leaving the block on a rainy morning 

my back still hurts always a stupid idea to wear slippery sandals on wet floor "
2228,4510,6684,6684,"Wanna be a part of this amazing family
Get yourself admitted to Tesla for unlocking your door to IUT Tesla family",57.0,0.0625,0.1,27.0,en,"Wanna be a part of this amazing family
Get yourself admitted to Tesla for unlocking your door to IUT Tesla family","wanna be a part of this amazing family
get yourself admitted to tesla for unlocking your door to iut tesla family"
2229,4513,6692,6692,Only if Hitler was alive to see the day Germany won in Russia,57.0,0.0625,0.1,27.0,en,Only if Hitler was alive to see the day Germany won in Russia,only if hitler was alive to see the day germany won in russia
2230,4514,6693,6693,Kroos did what Hitler couldnt,57.0,0.0625,0.1,27.0,en,Kroos did what Hitler couldnt,kroos did what hitler couldnt
2231,4517,6696,6696,Lord Fellaini coming on the real show starts now,57.0,0.0625,0.1,27.0,en,Lord Fellaini coming on the real show starts now,lord fellaini coming on the real show starts now
2232,4521,6707,6707,Ahsan Bhai treat disen 😊😊😊  The Bizarre CafeChittagong,57.0,0.0625,0.1,27.0,en,Ahsan Bhai treat disen 😊😊😊  The Bizarre CafeChittagong,ahsan bhai treat disen 😊😊😊  the bizarre cafechittagong
2233,4525,6720,6720,waiting for pizza with the KaziBros,57.0,0.0625,0.1,27.0,en,waiting for pizza with the KaziBros,waiting for pizza with the kazibros
2234,4526,6725,6725,almost there,57.0,0.0625,0.1,27.0,en,almost there,almost there
2235,4528,6731,6731,"dead inside
thanks gloriousbrainfart for photo",57.0,0.0625,0.1,27.0,en,"dead inside
thanks gloriousbrainfart for photo","dead inside
thanks gloriousbrainfart for photo"
2236,4529,6741,6741,"first of many treats to come
thanks to the 2nd year senior brothers and sisters for the wonderful treat ♥♥♥
postChittagongCommunityFreshers",57.0,0.0625,0.1,27.0,en,"first of many treats to come
thanks to the 2nd year senior brothers and sisters for the wonderful treat ♥♥♥
postChittagongCommunityFreshers","first of many treats to come
thanks to the 2nd year senior brothers and sisters for the wonderful treat ♥♥♥
postchittagongcommunityfreshers"
